1 0.84494
0 0.19011
0 0.42762
0 0.97598
0 0.03543
1 0.95081
0 0.69517
0 0.13367
1 0.98283
1 0.91036
1 0.95322
0 0.58766
1 0.92334
0 0.85624
1 0.96908
0 0.85164
0 0.73937
0 0.02675
0 0.54213
1 0.97186
0 0.61673
0 0.88699
0 0.54540
1 0.99764
0 0.29427
1 0.75689
0 0.04661
1 0.95395
0 0.61866
1 0.85105
1 0.72099
0 0.97798
0 0.45064
0 0.26521
0 0.43751
0 0.58027
0 0.52575
0 0.09016
1 0.99451
1 0.98820
0 0.37690
0 0.41577
0 0.70636
0 0.73782
0 0.74097
1 0.87423
0 0.81090
0 0.46798
1 0.71746
1 0.97065
0 0.89917
0 0.72985
0 0.60164
0 0.35280
1 0.63875
1 0.91467
0 0.98661
1 0.57603
1 0.86226
0 0.17911
1 0.66756
0 0.48856
0 0.88223
0 0.67499
0 0.39426
0 0.98385
1 0.92856
0 0.78797
1 0.81635
1 0.89789
0 0.72996
0 0.82954
0 0.15870
1 0.00277
0 0.03345
1 0.94662
0 0.20959
1 0.67993
0 0.91166
0 0.64081
0 0.27561
0 0.52322
1 0.61151
0 0.72105
0 0.21899
0 0.38332
0 0.75233
0 0.86147
0 0.75904
0 0.78227
0 0.31288
0 0.93201
0 0.95088
0 0.94958
0 0.45932
1 0.58518
1 0.88732
0 0.80268
0 0.07476
1 0.35585
0 0.82853
0 0.71692
1 0.90157
0 0.65692
0 0.87033
0 0.66728
1 0.76140
1 0.51082
0 0.36648
0 0.36167
0 0.87875
0 0.82508
0 0.08628
0 0.77525
1 0.19772
0 0.91810
1 0.84475
1 0.91688
0 0.11786
0 0.83718
1 0.85437
1 0.68654
0 0.90729
1 0.98410
0 0.51211
0 0.39802
1 0.76593
0 0.49007
0 0.81600
0 0.30553
1 0.27163
0 0.90216
0 0.24461
0 0.97286
1 0.96536
0 0.56350
1 0.80492
0 0.63426
0 0.23690
0 0.92158
1 0.82253
0 0.16124
0 0.94199
0 0.06607
1 0.82224
0 0.93787
1 0.42381
0 0.56023
0 0.05467
0 0.35821
0 0.85646
1 0.54398
0 0.14278
0 0.44484
0 0.28685
0 0.79765
0 0.84446
0 0.87733
0 0.94111
0 0.00730
0 0.33009
0 0.00647
0 0.51448
1 0.83805
0 0.75858
0 0.74942
0 0.50512
0 0.99419
0 0.25700
0 0.20191
0 0.53160
0 0.84982
1 0.44764
1 0.93920
0 0.22408
1 0.39352
1 0.78306
0 0.24834
1 0.59747
1 0.79102
1 0.91794
0 0.59881
0 0.34297
0 0.96599
0 0.53957
0 0.57956
0 0.61785
0 0.88045
1 0.88439
0 0.68368
0 0.99575
0 0.07170
1 0.99150
0 0.33899
0 0.55209
1 0.88286
0 0.37196
0 0.69884
0 0.57022
1 0.79263
1 0.90852
0 0.17374
0 0.98606
0 0.18186
1 0.88836
1 0.55876
0 0.48034
0 0.32565
0 0.69745
0 0.92672
0 0.31715
0 0.01623
0 0.47079
0 0.43483
0 0.13934
0 0.75441
1 0.94332
1 0.64808
0 0.48555
0 0.23250
0 0.66965
0 0.64899
0 0.63522
0 0.86038
0 0.27115
0 0.93552
1 0.62873
1 0.80403
1 0.92214
1 0.93840
0 0.12668
1 0.94246
0 0.69108
0 0.78327
0 0.95424
1 0.80861
1 0.97368
0 0.70989
0 0.40691
0 0.96490
0 0.95759
0 0.68176
0 0.86761
1 0.96006
1 0.82987
0 0.30195
0 0.79893
1 0.65836
1 0.99677
0 0.45467
1 0.89764
0 0.57329
1 0.74907
1 0.69413
1 0.87578
0 0.83299
0 0.90407
0 0.71411
0 0.92095
0 0.77616
1 0.70876
0 0.19604
0 0.42185
0 0.82118
0 0.49769
0 0.59463
0 0.97699
1 0.53311
1 0.96247
1 0.97759
0 0.60687
0 0.88710
0 0.89417
1 0.99071
0 0.96713
1 0.86816
0 0.81120
1 0.85329
1 0.31703
1 0.74422
0 0.62661
0 0.66192
0 0.76819
0 0.98694
1 0.86297
0 0.91876
0 0.10468
1 0.73769
1 0.92727
0 0.41438
1 0.49465
0 0.10066
1 0.77687
0 0.65032
1 0.94585
1 0.47218
1 0.72877
0 0.79235
0 0.15092
1 0.97954
