1 0.08942
1 0.29603
0 0.34946
0 0.87105
0 0.99925
1 0.80227
0 0.66566
1 0.33299
0 0.32779
1 0.14983
0 0.82323
0 0.99391
1 0.40690
1 0.02742
1 0.35263
0 0.80604
1 0.41436
1 0.25155
1 0.17712
0 0.70763
0 0.46685
1 0.27012
0 0.98936
0 0.94876
0 0.99156
1 0.56787
0 0.89829
0 0.98720
1 0.65956
1 0.45630
1 0.15453
1 0.23985
0 0.99671
1 0.28095
0 0.97304
0 0.52384
1 0.70078
0 0.61138
0 0.11896
1 0.20417
1 0.22785
0 0.99363
1 0.89983
0 0.93905
0 0.99773
0 0.62713
1 0.31050
1 0.69071
1 0.95167
1 0.28305
1 0.09251
0 0.17375
1 0.49109
1 0.00730
1 0.73733
0 0.93402
0 0.96931
0 0.51112
1 0.83754
1 0.19692
1 0.05346
1 0.12199
1 0.39353
0 0.43603
1 0.16848
0 0.60229
0 0.96450
0 0.74403
0 0.99248
0 0.45392
1 0.10333
0 0.97441
0 0.57697
1 0.07915
1 0.08870
0 0.64340
1 0.55866
1 0.03344
0 0.55580
1 0.04587
0 0.67541
0 0.78852
0 0.31260
1 0.42730
0 0.96315
0 0.27682
0 0.87702
0 0.97416
1 0.34227
0 0.94592
0 0.84526
0 0.23148
0 0.54241
0 0.77964
1 0.51177
0 0.35716
0 0.98626
0 0.15359
0 0.05168
0 0.90985
0 0.95126
1 0.01521
0 0.03808
0 0.41925
1 0.35190
1 0.47581
1 0.88738
0 0.84026
1 0.06535
0 0.75720
1 0.63290
1 0.15192
1 0.52680
0 0.00986
0 0.81107
0 0.89826
0 0.73491
1 0.36929
0 0.25322
0 0.92626
1 0.61929
1 0.68169
1 0.41240
1 0.67288
1 0.20956
0 0.99441
1 0.37669
0 0.30273
1 0.92496
1 0.81509
1 0.23771
0 0.76676
0 0.37402
0 0.69787
1 0.01211
1 0.64922
1 0.25891
0 0.90797
0 0.21132
1 0.53930
1 0.85880
1 0.40122
0 0.49546
0 0.54728
0 0.64729
0 0.92731
1 0.35717
1 0.72073
1 0.59018
0 0.18292
0 0.77174
1 0.78253
0 0.67678
1 0.30738
1 0.51782
1 0.74832
0 0.85316
1 0.44254
1 0.12760
0 0.24993
0 0.95565
0 0.90965
0 0.47764
1 0.77441
0 0.78824
1 0.04310
0 0.98928
1 0.59627
0 0.99512
1 0.83908
1 0.31812
1 0.06090
0 0.86435
0 0.09155
1 0.60835
0 0.88223
1 0.74234
1 0.58023
1 0.54940
1 0.10310
1 0.12068
0 0.59507
1 0.19104
0 0.99139
1 0.21712
0 0.01321
0 0.40868
1 0.49502
1 0.46783
0 0.72379
1 0.48217
0 0.83432
0 0.07508
1 0.13706
1 0.28056
1 0.45090
1 0.18763
0 0.13791
0 0.39381
1 0.00777
